district_code,district,taluk_code,taluk,village_code,village,block_panchayat_code,block_panchayat,gram_panchayat_code,gram_panchayat
535,Davangere,5509,Harihar,606281,Bannikodu,6154,Harihara,217537,Bannikodu
535,Davangere,5509,Harihar,606260,Belludi,6154,Harihara,217539,Belludi
535,Davangere,5509,Harihar,606230,Bevinahalli,6154,Harihara,217547,Jigali
535,Davangere,5509,Harihar,606282,Bevinahalli,6154,Harihara,217548,K Bevenahalli
535,Davangere,5509,Harihar,606256,Bhanuvalli,6154,Harihara,217538,Banuvalli
535,Davangere,5509,Harihar,606208,Bilasanur,6154,Harihara,217555,Nandigavi
535,Davangere,5509,Harihar,606235,Budihalu,6154,Harihara,217540,Devarabelakere
535,Davangere,5509,Harihar,606272,Bullapura,6154,Harihara,217551,Kondajji
535,Davangere,5509,Harihar,606259,Byaladahalli,6154,Harihara,217539,Belludi
535,Davangere,5509,Harihar,606267,Chikkabidre,6154,Harihara,217558,Sarati
535,Davangere,5509,Harihar,606241,Chikkathammanahalli,6154,Harihara,217542,Halivana
535,Davangere,5509,Harihar,606285,Devarabelakere,6154,Harihara,217540,Devarabelakere
535,Davangere,5509,Harihar,606265,Dheetur,6154,Harihara,217558,Sarati
535,Davangere,5509,Harihar,606206,Dhulehole,6154,Harihara,217555,Nandigavi
535,Davangere,5509,Harihar,606242,Dibbadahalli,6154,Harihara,217542,Halivana
535,Davangere,5509,Harihar,606278,Doggalli,6154,Harihara,217543,Hanagavadi
535,Davangere,5509,Harihar,606226,Govinahalu,6154,Harihara,273038,Ukkadagathri
535,Davangere,5509,Harihar,606229,Guddada Thumminakatte,6154,Harihara,217550,Kokkanur
535,Davangere,5509,Harihar,606245,Guladahalli,6154,Harihara,217544,Haralahalli
535,Davangere,5509,Harihar,606251,Halasabalu,6154,Harihara,217556,Rajanahalli
535,Davangere,5509,Harihar,606243,Halivana,6154,Harihara,217542,Halivana
535,Davangere,5509,Harihar,606222,Hallihalu,6154,Harihara,217550,Kokkanur
535,Davangere,5509,Harihar,606261,Hanagawadi,6154,Harihara,217543,Hanagavadi
535,Davangere,5509,Harihar,606252,Haraganahalli,6154,Harihara,217543,Hanagavadi
535,Davangere,5509,Harihar,606248,Haralahalli,6154,Harihara,217544,Haralahalli
535,Davangere,5509,Harihar,606225,Hindasaghatte,6154,Harihara,217559,Vasana
535,Davangere,5509,Harihar,606211,Holesirigere,6154,Harihara,217546,Holesirigere
535,Davangere,5509,Harihar,606209,Hosahalli,6154,Harihara,217555,Nandigavi
535,Davangere,5509,Harihar,606269,Hottigenahalli,6154,Harihara,217551,Kondajji
535,Davangere,5509,Harihar,606204,Huliginahole,6154,Harihara,217561,Yelehole
535,Davangere,5509,Harihar,606205,Ingalagondi,6154,Harihara,217561,Yelehole
535,Davangere,5509,Harihar,606221,Jigali,6154,Harihara,217547,Jigali
535,Davangere,5509,Harihar,606219,Kadaranaikanahalli,6154,Harihara,217549,Kadaranayakanahalli
535,Davangere,5509,Harihar,606284,Kadlegondi,6154,Harihara,217548,K Bevenahalli
535,Davangere,5509,Harihar,606210,Kamalapura,6154,Harihara,217560,Yelavatti
535,Davangere,5509,Harihar,606223,Kambathanahalli,6154,Harihara,217550,Kokkanur
535,Davangere,5509,Harihar,606271,Karalahalli,6154,Harihara,217558,Sarati
535,Davangere,5509,Harihar,606273,Kenchanahalli,6154,Harihara,217551,Kondajji
535,Davangere,5509,Harihar,606224,Kokkanur,6154,Harihara,217550,Kokkanur
535,Davangere,5509,Harihar,606239,Komaranahalli,6154,Harihara,217542,Halivana
535,Davangere,5509,Harihar,606274,Kondajji,6154,Harihara,217551,Kondajji
535,Davangere,5509,Harihar,606240,Koppa,6154,Harihara,217542,Halivana
535,Davangere,5509,Harihar,606232,Kumbalur,6154,Harihara,217552,Kumbalur
535,Davangere,5509,Harihar,606234,Kunibelakere,6154,Harihara,217553,Kunibelekere
535,Davangere,5509,Harihar,606270,Kurubarahalli,6154,Harihara,217551,Kondajji
535,Davangere,5509,Harihar,606257,Lakkasettihalli,6154,Harihara,217560,Yelavatti
535,Davangere,5509,Harihar,606262,Mahajenahalli,6154,Harihara,217543,Hanagavadi
535,Davangere,5509,Harihar,606214,Malalahalli,6154,Harihara,217561,Yelehole
535,Davangere,5509,Harihar,606247,Mallanaikanahalli,6154,Harihara,217544,Haralahalli
535,Davangere,5509,Harihar,606287,Mittlakatte,6154,Harihara,217557,Salkatte
535,Davangere,5509,Harihar,606228,Muginagondi,6154,Harihara,217550,Kokkanur
535,Davangere,5509,Harihar,606253,Nagenahalli,6154,Harihara,217556,Rajanahalli
535,Davangere,5509,Harihar,606207,Nandigavi,6154,Harihara,217555,Nandigavi
535,Davangere,5509,Harihar,606218,Nandigudi,6154,Harihara,273038,Ukkadagathri
535,Davangere,5509,Harihar,606233,Nandi Tavare,6154,Harihara,217553,Kunibelekere
535,Davangere,5509,Harihar,606237,Nittur,6154,Harihara,217552,Kumbalur
535,Davangere,5509,Harihar,606215,Palya,6154,Harihara,217549,Kadaranayakanahalli
535,Davangere,5509,Harihar,606266,Pamenahalli,6154,Harihara,217558,Sarati
535,Davangere,5509,Harihar,606250,Rajanahalli,6154,Harihara,217556,Rajanahalli
535,Davangere,5509,Harihar,606254,Ramathirtha,6154,Harihara,217556,Rajanahalli
535,Davangere,5509,Harihar,606255,Rayapura,6154,Harihara,217538,Banuvalli
535,Davangere,5509,Harihar,606283,Salaganahalli,6154,Harihara,217548,K Bevenahalli
535,Davangere,5509,Harihar,606286,Salakatte,6154,Harihara,217557,Salkatte
535,Davangere,5509,Harihar,606246,Sanklipura,6154,Harihara,217544,Haralahalli
535,Davangere,5509,Harihar,606268,Sarathi,6154,Harihara,217558,Sarati
535,Davangere,5509,Harihar,606280,Shamshipura,6154,Harihara,217537,Bannikodu
535,Davangere,5509,Harihar,606279,Sherapura,6154,Harihara,217543,Hanagavadi
535,Davangere,5509,Harihar,606244,Srinivasanagara Camp,6154,Harihara,217544,Haralahalli
535,Davangere,5509,Harihar,606249,Thimlapura,6154,Harihara,217556,Rajanahalli
535,Davangere,5509,Harihar,606213,Ukkadagathri,6154,Harihara,273038,Ukkadagathri
535,Davangere,5509,Harihar,606231,Vadera Basapura,6154,Harihara,217547,Jigali
535,Davangere,5509,Harihar,606275,Vaderahalli,6154,Harihara,217551,Kondajji
535,Davangere,5509,Harihar,606216,Vasana,6154,Harihara,217559,Vasana
535,Davangere,5509,Harihar,606258,Yakkegondi,6154,Harihara,217539,Belludi
535,Davangere,5509,Harihar,606220,Yalavatti,6154,Harihara,217560,Yelavatti
535,Davangere,5509,Harihar,606212,Yalehole,6154,Harihara,217561,Yelehole
535,Davangere,5513,Honnali,606818,Anjanapura,6155,Honnali,217580,Hanumasagara
535,Davangere,5513,Honnali,606790,Anjaneyapura,6155,Honnali,217586,Kammaragatta
535,Davangere,5513,Honnali,606766,Arabagatte,6155,Honnali,217562,Arabhagatta
535,Davangere,5513,Honnali,606782,Arakere,6155,Honnali,217563,Arakere
535,Davangere,5513,Honnali,606869,Bagavadi,6155,Honnali,217584,Hosahalli
535,Davangere,5513,Honnali,606813,Balamuri,6155,Honnali,217578,H.Gopagundanahalli
535,Davangere,5513,Honnali,606816,Balleshwara,6155,Honnali,217580,Hanumasagara
535,Davangere,5513,Honnali,606804,Bannikodu,6155,Honnali,217564,Bannikodu
535,Davangere,5513,Honnali,606791,Basavapura,6155,Honnali,217586,Kammaragatta
535,Davangere,5513,Honnali,606850,Beeragondanahalli,6155,Honnali,217569,Biragondanahalli
535,Davangere,5513,Honnali,606785,Belimallur,6155,Honnali,217567,Belimalluru
535,Davangere,5513,Honnali,606853,Benakanahalli,6155,Honnali,217568,Benakanahalli
535,Davangere,5513,Honnali,606796,Bevinahalli,6155,Honnali,217605,Thimmalapur
535,Davangere,5513,Honnali,606826,Bidaragadde,6155,Honnali,217579,H.Kadadakatte
535,Davangere,5513,Honnali,606866,Bommenahalli,6155,Honnali,217584,Hosahalli
535,Davangere,5513,Honnali,606760,Boodihalu,6155,Honnali,217604,Suraturu
535,Davangere,5513,Honnali,606859,Bullapura,6155,Honnali,217600,Rampur
535,Davangere,5513,Honnali,606877,Byranahalli,6155,Honnali,217589,Kesanakere
535,Davangere,5513,Honnali,606872,Channambapura,6155,Honnali,217585,Hunsagatta
535,Davangere,5513,Honnali,606876,Channanahalli,6155,Honnali,217589,Kesanakere
535,Davangere,5513,Honnali,606779,Chickagonigere,6155,Honnali,217583,Hiregonigere
535,Davangere,5513,Honnali,606851,Chikkabasur,6155,Honnali,217568,Benakanahalli
535,Davangere,5513,Honnali,606801,Chikkahalivana,6155,Honnali,217607,Yakkanahalli
535,Davangere,5513,Honnali,606772,Chikkerahalli,6155,Honnali,217582,Hathur
535,Davangere,5513,Honnali,606878,Chilapura,6155,Honnali,217585,Hunsagatta
535,Davangere,5513,Honnali,606787,Devarahonnali,6155,Honnali,217596,Masadi
535,Davangere,5513,Honnali,606827,Didagur,6155,Honnali,217581,Haralahalli
535,Davangere,5513,Honnali,606771,Dodderahalli,6155,Honnali,217582,Hathur
535,Davangere,5513,Honnali,606794,Gantyapura,6155,Honnali,217586,Kammaragatta
535,Davangere,5513,Honnali,606786,Gollarahalli,6155,Honnali,217596,Masadi
535,Davangere,5513,Honnali,606774,Gopagondanahalli,6155,Honnali,217578,H.Gopagundanahalli
535,Davangere,5513,Honnali,606871,Hanagavadi,6155,Honnali,217595,Lingapura
535,Davangere,5513,Honnali,606863,Hanumanahalli,6155,Honnali,217590,Kolaghatte
535,Davangere,5513,Honnali,606775,Hanumasagara,6155,Honnali,217580,Hanumasagara
535,Davangere,5513,Honnali,606777,Haraganahalli,6155,Honnali,217583,Hiregonigere
535,Davangere,5513,Honnali,606828,Haralahalli,6155,Honnali,217581,Haralahalli
535,Davangere,5513,Honnali,606770,Hathur,6155,Honnali,217582,Hathur
535,Davangere,5513,Honnali,606879,Hattehalu,6155,Honnali,217585,Hunsagatta
535,Davangere,5513,Honnali,606849,Hirebasur,6155,Honnali,217569,Biragondanahalli
535,Davangere,5513,Honnali,606778,Hiregonigere,6155,Honnali,217583,Hiregonigere
535,Davangere,5513,Honnali,606768,H.Kadadakatte,6155,Honnali,217579,H.Kadadakatte
535,Davangere,5513,Honnali,606814,Holeharalahalli,6155,Honnali,217580,Hanumasagara
535,Davangere,5513,Honnali,606825,Holemadapura,6155,Honnali,217579,H.Kadadakatte
535,Davangere,5513,Honnali,606867,Hosahalli,6155,Honnali,217584,Hosahalli
535,Davangere,5513,Honnali,606769,Hosakatte,6155,Honnali,217578,H.Gopagundanahalli
535,Davangere,5513,Honnali,606857,Hottyapura,6155,Honnali,217600,Rampur
535,Davangere,5513,Honnali,606852,Hunesehalli,6155,Honnali,217568,Benakanahalli
535,Davangere,5513,Honnali,606873,Hunsagatta,6155,Honnali,217585,Hunsagatta
535,Davangere,5513,Honnali,606868,Huralihalli,6155,Honnali,217584,Hosahalli
535,Davangere,5513,Honnali,606860,Iyanoor,6155,Honnali,217601,Sasvehalli
535,Davangere,5513,Honnali,606874,Jalikatte,6155,Honnali,217589,Kesanakere
535,Davangere,5513,Honnali,606864,Kamalapura,6155,Honnali,217590,Kolaghatte
535,Davangere,5513,Honnali,606789,Kammaragatte,6155,Honnali,217586,Kammaragatta
535,Davangere,5513,Honnali,606758,Kathige,6155,Honnali,217587,Kathige
535,Davangere,5513,Honnali,606807,Kengalahalli,6155,Honnali,217597,Mukthenhalli
535,Davangere,5513,Honnali,606776,Konanathale,6155,Honnali,217583,Hiregonigere
535,Davangere,5513,Honnali,606817,Konayakanahalli,6155,Honnali,217580,Hanumasagara
535,Davangere,5513,Honnali,606780,Kotemallur,6155,Honnali,217567,Belimalluru
535,Davangere,5513,Honnali,606865,Kulagatte,6155,Honnali,217590,Kolaghatte
535,Davangere,5513,Honnali,606808,Kulambi,6155,Honnali,217591,Kulambi
535,Davangere,5513,Honnali,606810,Kumblur,6155,Honnali,217592,Kumbalur
535,Davangere,5513,Honnali,606799,Kundur,6155,Honnali,217593,Kunduru
535,Davangere,5513,Honnali,606875,Kyasainakere,6155,Honnali,217589,Kesanakere
535,Davangere,5513,Honnali,606870,Lingapura,6155,Honnali,217595,Lingapura
535,Davangere,5513,Honnali,606759,Madenahalli,6155,Honnali,217587,Kathige
535,Davangere,5513,Honnali,606821,Malladevarakatte,6155,Honnali,217562,Arabhagatta
535,Davangere,5513,Honnali,606823,Maragondanahalli,6155,Honnali,217579,H.Kadadakatte
535,Davangere,5513,Honnali,606812,Marikoppa,6155,Honnali,217582,Hathur
535,Davangere,5513,Honnali,606784,Masadi,6155,Honnali,217596,Masadi
535,Davangere,5513,Honnali,606862,Mavinakote,6155,Honnali,217601,Sasvehalli
535,Davangere,5513,Honnali,606805,Mukthenahalli,6155,Honnali,217597,Mukthenhalli
535,Davangere,5513,Honnali,606783,Narasagondanahalli,6155,Honnali,217563,Arakere
535,Davangere,5513,Honnali,606815,Narasimhapura,6155,Honnali,217580,Hanumasagara
535,Davangere,5513,Honnali,606809,Nelahonne,6155,Honnali,217592,Kumbalur
535,Davangere,5513,Honnali,606795,Neralagundi,6155,Honnali,217605,Thimmalapur
535,Davangere,5513,Honnali,606858,Rampura,6155,Honnali,217600,Rampur
535,Davangere,5513,Honnali,606856,Sadashivapura,6155,Honnali,217569,Biragondanahalli
535,Davangere,5513,Honnali,606861,Sasavehalli,6155,Honnali,217601,Sasvehalli
535,Davangere,5513,Honnali,606797,Sevalalnagara,6155,Honnali,217605,Thimmalapur
535,Davangere,5513,Honnali,606793,Singatagere,6155,Honnali,217605,Thimmalapur
535,Davangere,5513,Honnali,606773,Somanamallapura,6155,Honnali,217578,H.Gopagundanahalli
535,Davangere,5513,Honnali,606767,Soratur,6155,Honnali,217604,Suraturu
535,Davangere,5513,Honnali,606822,Sunkadakatte,6155,Honnali,217562,Arabhagatta
535,Davangere,5513,Honnali,606788,Thakkanahalli,6155,Honnali,217596,Masadi
535,Davangere,5513,Honnali,606792,Tharaganahalli,6155,Honnali,217605,Thimmalapur
535,Davangere,5513,Honnali,606798,Thimalapura,6155,Honnali,217605,Thimmalapur
535,Davangere,5513,Honnali,606806,Thimmenahalli,6155,Honnali,217597,Mukthenhalli
535,Davangere,5513,Honnali,606761,Thuglahalli,6155,Honnali,217604,Suraturu
535,Davangere,5513,Honnali,606880,Thyagadakatte,6155,Honnali,217585,Hunsagatta
535,Davangere,5513,Honnali,606855,Ujjanipura,6155,Honnali,217569,Biragondanahalli
535,Davangere,5513,Honnali,606854,Vijayapura,6155,Honnali,217567,Belimalluru
535,Davangere,5513,Honnali,606781,Vijayapura,6155,Honnali,217568,Benakanahalli
535,Davangere,5513,Honnali,606800,Yakkanahalli,6155,Honnali,217607,Yakkanahalli
535,Davangere,5513,Honnali,606803,Yarachikkanahalli,6155,Honnali,217564,Bannikodu
535,Davangere,5513,Honnali,606802,Yarehalli,6155,Honnali,217607,Yakkanahalli
535,Davangere,5511,Jagalur,924662,Ababur Gollarahatti,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606372,Agasanahalli,6156,Jagalur,217611,Basavanakote
535,Davangere,5511,Jagalur,606467,Ajjabommanahalli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,924667,Akanur,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,606489,Anabur,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606415,Anebenakanahalli,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606431,Ankalahalli.,6156,Jagalur,217610,Asagodu
535,Davangere,5511,Jagalur,606529,Arasinagundi,6156,Jagalur,217630,Thoranagatte
535,Davangere,5511,Jagalur,606433,Asagodu,6156,Jagalur,217610,Asagodu
535,Davangere,5511,Jagalur,606496,Badabadanahalli,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606432,Badabasavanahalli,6156,Jagalur,217610,Asagodu
535,Davangere,5511,Jagalur,606457,Baggenahalli,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606511,Bangarakkanagudda,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,606371,Basavanakote,6156,Jagalur,217611,Basavanakote
535,Davangere,5511,Jagalur,606451,Basavapura,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606401,Bedarabenakanahalli,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606538,Bennehalli,6156,Jagalur,217624,Kalledevarapura
535,Davangere,5511,Jagalur,606494,Bharamasamudra,6156,Jagalur,217621,Hanumanthapura
535,Davangere,5511,Jagalur,606525,Bidarakere,6156,Jagalur,217612,Biderakere
535,Davangere,5511,Jagalur,606469,Bilichodu,6156,Jagalur,217613,Bilichodu
535,Davangere,5511,Jagalur,606522,Bistuvalli,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606539,Bommagatta,6156,Jagalur,217624,Kalledevarapura
535,Davangere,5511,Jagalur,606535,Bommakkanahalli,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,606448,Borapura,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606460,Bullanahalli,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606486,Byatagaranahalli,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606421,Byranaikanahalli,6156,Jagalur,217625,Kechhenahalli
535,Davangere,5511,Jagalur,606475,Chaduragolla,6156,Jagalur,217620,Halekallu
535,Davangere,5511,Jagalur,606379,Challakatte,6156,Jagalur,217611,Basavanakote
535,Davangere,5511,Jagalur,606456,Channapura,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606477,Chikka Arakere,6156,Jagalur,217619,Guttidurga
535,Davangere,5511,Jagalur,606393,Chikkabannihatti,6156,Jagalur,217623,Hosakere
535,Davangere,5511,Jagalur,606384,Chikkabantanahalli,6156,Jagalur,217629,Sokke
535,Davangere,5511,Jagalur,606501,Chikkamallanahole,6156,Jagalur,217622,Hiremallanahole
535,Davangere,5511,Jagalur,606419,Chikkammanahatti,6156,Jagalur,217625,Kechhenahalli
535,Davangere,5511,Jagalur,606406,Chikka-Ujjini,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606425,Chikkaurlakatte,6156,Jagalur,217616,Diddige
535,Davangere,5511,Jagalur,606465,Devikere,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606505,Dibbadahalli,6156,Jagalur,217622,Hiremallanahole
535,Davangere,5511,Jagalur,606423,Diddige,6156,Jagalur,217616,Diddige
535,Davangere,5511,Jagalur,606488,Doddabommanahalli,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606516,Donnehalli,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,606537,Dyamalinganahalli,6156,Jagalur,217624,Kalledevarapura
535,Davangere,5511,Jagalur,606405,Gadimakunte,6156,Jagalur,217623,Hosakere
535,Davangere,5511,Jagalur,606420,Giddanakatte,6156,Jagalur,217625,Kechhenahalli
535,Davangere,5511,Jagalur,606427,Gode,6156,Jagalur,217628,Pallagatte
535,Davangere,5511,Jagalur,606490,Goguddu,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606520,Gopagondanahalli,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606385,Gopalapura,6156,Jagalur,217629,Sokke
535,Davangere,5511,Jagalur,606400,Gowdagondanahalli,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606395,Gowdikatte,6156,Jagalur,217618,Gurusiddapura
535,Davangere,5511,Jagalur,606532,Gowrammanahalli,6156,Jagalur,217624,Kalledevarapura
535,Davangere,5511,Jagalur,606403,Gowripura,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606437,Guddadalingana Halli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606378,Guddanaikanahalli,6156,Jagalur,217616,Diddige
535,Davangere,5511,Jagalur,606414,Gudugobanahalli,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606531,Guheswaranahalli,6156,Jagalur,217630,Thoranagatte
535,Davangere,5511,Jagalur,606374,Gurusiddapura,6156,Jagalur,217618,Gurusiddapura
535,Davangere,5511,Jagalur,606482,Guttidurga,6156,Jagalur,217619,Guttidurga
535,Davangere,5511,Jagalur,606479,Halavadandi,6156,Jagalur,217619,Guttidurga
535,Davangere,5511,Jagalur,606508,Halehalli,6156,Jagalur,217622,Hiremallanahole
535,Davangere,5511,Jagalur,606471,Halekal,6156,Jagalur,217620,Halekallu
535,Davangere,5511,Jagalur,606484,Hanumanthapura,6156,Jagalur,217621,Hanumanthapura
535,Davangere,5511,Jagalur,606411,Hanumavvanagathihalli,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606466,Hirearakere,6156,Jagalur,217619,Guttidurga
535,Davangere,5511,Jagalur,606392,Hirebannihatti,6156,Jagalur,217623,Hosakere
535,Davangere,5511,Jagalur,606509,Hiremallanahole,6156,Jagalur,217622,Hiremallanahole
535,Davangere,5511,Jagalur,606536,Honnamaradi,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,924668,Hosahatti,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,606390,Hosakere,6156,Jagalur,217623,Hosakere
535,Davangere,5511,Jagalur,606422,Huchangipura,6156,Jagalur,217616,Diddige
535,Davangere,5511,Jagalur,606455,Huchapalanahalli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606510,Huchavvanahalli,6156,Jagalur,217622,Hiremallanahole
535,Davangere,5511,Jagalur,606454,Iyyanahalli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606375,Jadanakatte,6156,Jagalur,217618,Gurusiddapura
535,Davangere,5511,Jagalur,606493,Jagalur Rural,6156,Jagalur,217621,Hanumanthapura
535,Davangere,5511,Jagalur,606534,Jammapura,6156,Jagalur,217630,Thoranagatte
535,Davangere,5511,Jagalur,606410,Jayaramanahalli,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606487,Jyothipura,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606540,Kalledevarapura,6156,Jagalur,217624,Kalledevarapura
535,Davangere,5511,Jagalur,606436,Kallenahalli,6156,Jagalur,217628,Pallagatte
535,Davangere,5511,Jagalur,606517,Kamagethanahalli,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,910406,Kamalapura,6156,Jagalur,217628,Pallagatte
535,Davangere,5511,Jagalur,606504,Kamandalagondi,6156,Jagalur,217622,Hiremallanahole
535,Davangere,5511,Jagalur,606396,Kanakuppe,6156,Jagalur,217625,Kechhenahalli
535,Davangere,5511,Jagalur,606497,Kananakatte,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606485,Kasavanahalli,6156,Jagalur,217621,Hanumanthapura
535,Davangere,5511,Jagalur,606461,Kasturipura,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606388,Katenahalli,6156,Jagalur,217613,Bilichodu
535,Davangere,5511,Jagalur,606528,Kattigehalli,6156,Jagalur,217630,Thoranagatte
535,Davangere,5511,Jagalur,606397,Kelagote,6156,Jagalur,217625,Kechhenahalli
535,Davangere,5511,Jagalur,606429,Kenchammanagathihalli,6156,Jagalur,217616,Diddige
535,Davangere,5511,Jagalur,606417,Kenchenahalli,6156,Jagalur,217625,Kechhenahalli
535,Davangere,5511,Jagalur,606442,Kolamaghatta,6156,Jagalur,217610,Asagodu
535,Davangere,5511,Jagalur,606480,Kortikere,6156,Jagalur,217619,Guttidurga
535,Davangere,5511,Jagalur,606452,Kotadagudda,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606389,Krishnapura,6156,Jagalur,217623,Hosakere
535,Davangere,5511,Jagalur,606521,Kullobanahalli,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606445,Kunigalagatte,6156,Jagalur,217613,Bilichodu
535,Davangere,5511,Jagalur,606444,Kurubanahalli,6156,Jagalur,217613,Bilichodu
535,Davangere,5511,Jagalur,606412,Kyasenahalli,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606387,Lakkampura,6156,Jagalur,217623,Hosakere
535,Davangere,5511,Jagalur,606413,Lakkenahalli,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606519,Lingannanahalli,6156,Jagalur,217630,Thoranagatte
535,Davangere,5511,Jagalur,606474,Madammanahalli,6156,Jagalur,217620,Halekallu
535,Davangere,5511,Jagalur,606499,Madamuthnahalli,6156,Jagalur,217609,Anabur
535,Davangere,5511,Jagalur,606446,Madanahalli,6156,Jagalur,217613,Bilichodu
535,Davangere,5511,Jagalur,606530,Maddarasanakatte,6156,Jagalur,217630,Thoranagatte
535,Davangere,5511,Jagalur,606373,Magadi,6156,Jagalur,217618,Gurusiddapura
535,Davangere,5511,Jagalur,606459,Malammanahalli,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606394,Malemachikere,6156,Jagalur,217618,Gurusiddapura
535,Davangere,5511,Jagalur,606503,Mallapura,6156,Jagalur,217622,Hiremallanahole
535,Davangere,5511,Jagalur,606518,Marenahalli,6156,Jagalur,217617,Donnehalli
535,Davangere,5511,Jagalur,606408,Marikatte,6156,Jagalur,217626,Kyasenahalli
535,Davangere,5511,Jagalur,606441,Marikunte,6156,Jagalur,217628,Pallagatte
535,Davangere,5511,Jagalur,606435,Masanikatte,6156,Jagalur,217628,Pallagatte
535,Davangere,5511,Jagalur,606524,Mathadadyamavvanahalli,6156,Jagalur,217612,Biderakere
535,Davangere,5511,Jagalur,606449,Medakerehalli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606404,Medakerihalli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606386,Medakeripura,6156,Jagalur,217618,Gurusiddapura
535,Davangere,5511,Jagalur,606438,Meenigarahalli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606463,Meldaginakere,6156,Jagalur,217619,Guttidurga
535,Davangere,5511,Jagalur,606473,Muchanur,6156,Jagalur,217620,Halekallu
535,Davangere,5511,Jagalur,606513,Mudlamachikere,6156,Jagalur,217627,Mustur
535,Davangere,5511,Jagalur,606470,Muggidaragihalli,6156,Jagalur,217620,Halekallu
535,Davangere,5511,Jagalur,606453,Mustigarahalli,6156,Jagalur,217615,Devikere
535,Davangere,5511,Jagalur,606515,Mustur,6156,Jagalur,217627,Mustur
535,Davangere,5511,Jagalur,606476,Narasimharajapura,6156,Jagalur,217620,Halekallu
535,Davangere,5511,Jagalur,606468,Narenahalli,6156,Jagalur,217620,Halekallu
535,Davangere,5511,Jagalur,606527,Nibagur,6156,Jagalur,217612,Biderakere
535,Davangere,5511,Jagalur,606434,Obalapura,6156,Jagalur,217610,Asagodu
535,Davangere,5511,Jagalur,606439,Palanaikanakote,6156,Jagalur,217628,Pallagatte
535,Davangere,5511,Jagalur,606428,Pallagatte,6156,Jagalur,217628,Pallagatte
535,Davangere,5511,Jagalur,606418,Papedevarahalli,6156,Jagalur,217625,Kechhenahalli
535,Davangere,5511,Jagalur,606430,Rajapura .,6156,Jagalur,217610,Asagodu
535,Davangere,5511,Jagalur,606381,Rangaiahnadurga,6156,Jagalur,217611,Basavanakote
535,Davangere,5511,Jagalur,606483,Rangapura,6156,Jagalur,217621,Hanumanthapura
535,Davangere,5511,Jagalur,606458,Rastemachikere,6156,Jagalur,217614,Bistuvalli
535,Davangere,5511,Jagalur,606526,Rastemakunte,6156,Jagalur,217612,Biderakere
